widx,Catalog,FIRST_ID,RA,Dec,z,FR0,FRI,FRII,WAT,NAT,HT,Confused,Double_Double,Diffuse,L_1.4GHz_log,M_{BH},alpha,NVSS_ID,Plate,Julian,Fibre,Host_name,f_name,f_Seq,Other,PosRef,Offset,f_z,Flux_FIRST_1400MHz,Flux_NVSS_1400MHz,Flux_3000MHz,Flux_150MHz,RCl,Size_rad,LAS,OA,Rc,g-r,Mr,Mstar,R_50,D_4000,C,mu_50,eta,Q,n,PCA1,PCA2,L_[OIII],HERG-LERG,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500
3684,Lao,J122733.1-025406,186.88757,-2.90128,1.1826,False,False,True,True,False,False,False,False,False,26.47,,1.17,,,,,DESI J122733.02-025404.6,,,,,,p,31.2,,12.83,,,425,50,168.8,120.9,,,,,,,,,,,,,,,,,,,,,,,,
3685,Lao,J122752.9+632300,186.9634,63.38481,0.14551,False,True,False,True,False,False,False,False,False,25.16,8.6,1.05,,,,,CGPG 1225.6+6338 NED01,,,,,,s,236.09,,105.66,,,174,66,141.7,71.7,1.14,-23.23,,,,,,,,,,,,,maxBCG J122751.2+632305,0.1457,s,625,0,0,0.985,73.26,3.23,60
3686,Lao,J122757.0+455458,186.98512,45.91714,0.80292,False,False,True,True,False,False,False,False,False,25.7,,0.68,,,,,DESI J122756.43+455501.7,,,,,,p,18.89,,11.21,,,317,41,118.5,21.1,2.11,,,,,,,,,,,,,,WH J122756.4+455502,0.8029,p,2882,0,0,0.539,25.87,1.18,8
3687,Lao,J122800.5-050004,187.00218,-5.00128,,False,False,True,True,False,False,False,False,False,,,0.72,,,,,,,,,,,,24.81,,14.28,,,,48,151,42,,,,,,,,,,,,,,,,,,,,,,,,
3688,Lao,J122804.5+563005,187.01608,56.50201,0.93623,False,False,True,True,False,False,False,False,False,26.21,,0.81,,,,,WISEA J122803.85+563007.2,,,,,,s,39.19,,21.13,,,267,33,152.6,41.7,,,,,,,,,,,,,,,,,,,,,,,,
3689,Lao,J122822.1+264347,187.0927,26.72894,0.19567,False,False,False,True,False,False,False,False,False,24.69,,1.05,,,,,WISEA J122822.24+264344.1,,,,,,s,41.5,,18.61,,,151,45,162.6,55.9,1.28,,,,,,,,,,,,,,maxBCG J122822.3+264344,0.2011,s,851,0,0,1.055,81.04,3.56,41
3690,Lao,J122849.6+215648,187.2068,21.94671,0.20021,False,False,False,True,False,False,False,False,False,25.02,,0.97,,,,,DESI J122849.63+215648.2,,,,,,p,84.59,,40.5,,,160,47,161.7,40.1,1.34,,,,,,,,,,,,,,AMF J122849.6+215648,0.1804,s,767,0,0,0.516,10.96,0.51,7
3691,Lao,J122858.8+175918,187.24528,17.98833,,False,False,False,True,False,False,False,False,False,,,0.6,,,,,,,,,,,,32.99,,20.88,,,,33,145.4,22.1,,,,,,,,,,,,,,,,,,,,,,,,
3692,Lao,J122944.8+261056,187.43758,26.17914,0.3856,False,True,False,False,True,False,False,False,False,25.75,8.36,1.5,,,,,WISEA J122945.01+261044.9,,,,,,s,86.26,,27.49,,,402,74,49.5,9.7,1.85,-23.18,,,,,,,,,,,,,AMF J122944.6+260919,0.6615,s,2469,86,619,0.835,71.56,3.16,48
3693,Lao,J122946.8+243355,187.4453,24.56532,,False,False,True,True,False,False,False,False,False,,,0.52,,,,,,,,,,,,16.83,,11.31,,,,38,143.4,24.6,,,,,,,,,,,,,,,,,,,,,,,,
3694,Lao,J122951.1+114024,187.46803,11.67743,0.08279,False,True,False,True,False,False,False,False,False,25.47,,1.3,,,,,WISEA J122952.32+114038.7,"f,h,j",,,,,s,1581.17,,586.71,,,145,90,97.1,35.8,0.96,,,,,,,,,,,,,,WHL J122952.3+114039,0.0885,s,385,0,0,1.083,83.31,3.66,68
3695,Sasmal,J122951.2+114040,187.463708333333,11.6778888888889,0.08,False,False,True,False,True,False,False,False,False,25.0826517890681,,,,,,,,,c,,SDSS,,s,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3696,Lao,J122954.5+211520,187.47771,21.25441,0.3263,False,False,False,True,False,False,False,False,False,25.1,8.36,1.38,,,,,WISEA J122954.65+211515.8,,,,,,s,30.34,,10.57,,,141,29,132.4,22.3,1.6,-22.93,,,,,,,,,,,,,WHL J122949.5+211645,0.3687,s,1492,115,608,0.62,22.1,1.01,14
3697,Lao,J123002.2+172434,187.50943,17.4095,,False,False,True,True,False,False,False,False,False,,,0.74,,,,,,c,,,,,,26.69,,15.23,,,,25,152.9,66.8,1.64,,,,,,,,,,,,,,,,,,,,,,,
3698,Sasmal,J123011.4+114445,187.547625,11.7459166666667,,False,False,True,True,False,False,False,False,False,,,-0.58,,,,,,,,,EE,,,385,,,1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3699,Lao,J123011.8+114443,187.54805,11.74386,0.06438,False,False,False,True,False,False,False,False,False,24.6,,0.67,,,,,DESI J123011.53+114437.9,f,,,,,p,378.66,,226.73,,,53,42,132.1,34,0.96,,,,,,,,,,,,,,Y21 J123002.2+114548,0.6263,s,2360,154,1084,0.553,15.85,0.73,11
3700,Lao,J123020.6+501121,187.58688,50.18806,0.52388,False,False,False,False,True,False,False,False,False,25.53,,1.34,,,,,WISEA J123020.85+501117.0,,,,,,s,25.62,,9.23,,,155,24,84.1,9.1,1.68,,,,,,,,,,,,,,Y21 J123020.6+501104,0.5239,s,2031,14,90,0.698,37.79,1.7,10
3701,Lao,J123027.0+094251,187.61325,9.71384,0.59593,False,False,True,True,False,False,False,False,False,25.34,,0.47,,,,,DESI J123027.18+094249.8,,,,,,p,18.12,,12.63,,,199,29,136.6,20.6,1.92,,,,,,,,,,,,,,CFSFDP J123027.2+094250,0.5953,p,2263,0,0,0.556,20.25,0.93,10
3702,Lao,J123049.3+122317,187.70593,12.3911,0.00436,False,False,False,True,False,False,False,False,False,24.81,,1.95,,,,,2MASX J12304942+1223279,,,,,,s,140819.1,,31970.6,,,7,82,153.5,81.6,,,,,,,,,,,,,,,VIRGO CLUSTER:[FCC2012] A,0.0066,p,29,0,0,,,,
3703,Lao,J123112.6+420607,187.8043,42.10067,0.40062,False,False,False,True,False,False,False,False,False,25.51,8.45,0.37,,,,,WISEA J123113.03+420602.4,,,,,,s,65.43,,49.31,,,161,29,97.3,22.4,1.89,-22.98,,,,,,,,,,,,,AMF J123113.1+420602,0.4006,s,1607,0,0,0.58,18.26,0.84,14
3704,Lao,J123117.3-021419,187.82274,-2.23856,,False,False,False,True,False,False,False,False,False,,,0.62,,,,,DESI J123117.46-021418.8,,,,,,,49.96,,31.16,,,,24,145.6,16.2,,,,,,,,,,,,,,,maxBCG J123117.5-021419,0.196,s,830,0,0,0.82,33.21,1.5,25
3705,Lao,J123125.8-065015,187.8574,-6.83989,0.36658,False,False,False,False,True,False,False,False,False,24.84,,1.18,,,,,DESI J123125.78-065023.6,,,,,,p,13.15,,5.34,,,105,20,66.3,6.6,,,,,,,,,,,,,,,WH J123124.4-065041,0.8784,s,3088,26,207,0.472,17.1,0.79,10
3706,Lao,J123139.8+331712,187.91272,33.28535,0.35821,False,False,False,True,False,False,False,False,False,25.26,8.39,0.67,,,,,WISEA J123139.05+331707.2,c,,,,,s,43.45,,26.16,,,217,42,104.2,24.7,1.7,-22.69,,,,,,,,,,,,,GMBCG J123139.0+331707,0.3855,p,1552,0,0,0.617,27.03,1.23,23
3707,Lao,J123144.1+413741,187.93296,41.62611,0.17571,False,True,False,True,False,False,False,False,False,24.52,,0.7,,,,,WISEA J123143.90+413733.9,,,,,,s,37.97,,22.28,,,120,39,119.9,19.3,1.23,,,,,,,,,,,,,,maxBCG J123143.9+413734,0.1757,s,748,0,0,0.914,54.47,2.42,33
3708,Lao,J123145.8+385021,187.94162,38.84196,0.18279,False,True,False,True,False,False,False,False,False,24.85,,1.27,,,,,DESI J123145.99+385031.1,f,,,,,p,67.1,,25.44,,,143,45,92,14.2,1.24,,,,,,,,,,,,,,CFSFDP J123146.0+385031,0.19,s,806,0,0,0.57,14.64,0.68,9
3709,Sasmal,J123145.9+385030,187.941583333333,38.8419166666667,,False,False,True,False,True,False,False,False,False,,,,,,,,,,a,16,2MASX,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,Lao,J123151.0+295308,187.96281,29.88569,,False,False,True,True,False,False,False,False,False,,,0.78,,,,,,,,,,,,13.14,,7.24,,,,20,96.7,8.9,2.06,,,,,,,,,,,,,,,,,,,,,,,
3711,Lao,J123152.9+115340,187.97073,11.8947,,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,,,,66.27,,,,,,47,164.3,74.9,,,,,,,,,,,,,,,,,,,,,,,,
3712,Sasmal,J123211.4+313058,188.047666666667,31.5161388888889,0.35,False,True,False,True,False,False,False,False,False,25.4690732318497,,-0.62,,,,,,,,1,SDSS,,s,80,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3713,Lao,J123211.5+313103,188.04763,31.51613,0.35222,False,True,False,True,False,False,False,False,False,25.54,8.54,0.87,,,,,WISEA J123211.43+313058.0,f,,,,,s,80.39,,41.42,,,205,40,156.7,36.5,1.73,-23.55,,,,,,,,,,,,,maxBCG J123211.4+313058,0.353,s,1434,0,0,0.888,60.78,2.69,34
3714,Lao,J123226.7+232156,188.11138,23.36577,,False,False,False,True,False,False,False,False,False,,,1.31,,,,,,,,,,,,11.27,,4.14,,,,38,154.5,39,,,,,,,,,,,,,,,,,,,,,,,,
3715,Lao,J123236.7+541336,188.15307,54.22679,,False,True,False,True,False,False,False,False,False,,,0.39,,,,,,,,,,,,24.9,,18.45,,,,31,152.3,34.3,0.41,,,,,,,,,,,,,,,,,,,,,,,
3716,Lao,J123255.3+424016,188.2282,42.67228,0.57936,False,True,False,False,True,False,False,False,False,25.31,,0.54,,,,,WISEA J123254.76+424020.2,c,,,,,s,17.17,,11.4,,,156,23,75.1,11.8,1.58,,,,,,,,,,,,,,,,,,,,,,,
3717,Sasmal,J123316.7+192850,188.319666666667,19.4806666666667,0.23,False,False,True,True,False,False,False,False,False,25.1905719960031,,-0.65,,,,,,,,13,2MASX,,s,106,,,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,Lao,J123317.1+192846,188.31964,19.48051,0.22812,False,True,False,True,False,False,False,False,False,25.22,8.63,0.71,,,,,WISEA J123316.71+192849.8,"c,f",,,,,s,106.09,,61.89,,,242,64,145.3,40.6,1.45,-23.23,,,,,,,,,,,,,maxBCG J123316.7+192850,0.2281,s,958,0,0,0.734,32.49,1.47,21
3719,Lao,J123324.4+355918,188.35205,35.98852,,False,True,False,True,False,False,False,False,False,,,1.23,,,,,,"c,f",,,,,,17.96,,7.05,,,,31,153.5,26.5,,,,,,,,,,,,,,,,,,,,,,,,
3720,Sasmal,J123324.5+355915,188.352125,35.9876388888889,,False,False,False,True,False,False,False,False,False,,,-1.23,,,,,,,a,1,EE,,,16,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,Lao,J123339.0+404006,188.4133,40.66668,0.27568,False,False,True,True,False,False,False,False,False,24.47,,0.42,,,,,DESI J123339.19+404000.1,,,,,,p,13.23,,9.61,,,247,57,141.2,69,1.57,,,,,,,,,,,,,,CFSFDP J123339.2+404000,0.2757,p,1144,0,0,0.524,12.5,0.58,8
3722,Lao,J123339.7+250008,188.41578,25.00241,,False,False,True,True,False,False,False,False,False,,,0.79,,,,,,c,,,,,,27.85,,15.24,,,,34,169.3,57.9,,,,,,,,,,,,,,,,,,,,,,,,
3723,Lao,J123358.8-012537,188.49513,-1.42801,0.72681,False,False,True,True,False,False,False,False,False,26.13,,0.72,,,,,DESI J123358.83-012540.8,,,,,,p,61.44,,35.38,,,291,39,165.7,24.9,1.85,,,,,,,,,,,,,,WH J123354.5-012437,0.7616,p,2765,91,692,0.594,21.42,0.98,6
3724,Lao,J123415.5+114632,188.56523,11.77587,0.9535,False,True,False,True,False,False,False,False,False,25.75,,0.15,,,,,DESI J123415.66+114633.1,,,,,,p,20.2,,17.95,,,203,25,141,15,2.21,,,,,,,,,,,,,,Y21 J123416.8+114417,0.6646,p,2478,137,989,0.434,15.66,0.72,9
3725,Lao,J123423.2+575321,188.60148,57.89086,0.15291,False,False,False,True,False,False,False,False,False,24.77,8.53,1.6,,,,,WISEA J123424.35+575327.0,,,,,,s,79.37,,23.43,,,195,71,157.4,70,1.15,-22.26,,,,,,,,,,,,,maxBCG J123424.4+575327,0.1529,s,655,0,0,0.58,13.53,0.63,12
3726,Lao,J123429.0+204736,188.6209,20.79344,,False,False,True,True,False,False,False,False,False,,,1,,,,,,,,,,,,12.04,,5.6,,,,33,134.9,20.6,,,,,,,,,,,,,,,,,,,,,,,,
3727,Lao,J123432.3+151301,188.6366,15.21687,1.00549,False,False,True,True,False,False,False,False,False,25.87,,0.66,,,,,DESI J123432.78+151300.7,,,,,,p,16.7,,10.1,,,379,46,159,70.4,,,,,,,,,,,,,,,,,,,,,,,,
3728,Lao,J123447.6+100252,188.69794,10.04502,0.80203,False,True,False,True,False,False,False,False,False,25.86,,0.18,,,,,DESI J123447.51+100242.1,,,,,,p,36.74,,32.11,,,255,33,133.1,15.5,0.83,,,,,,,,,,,,,,,,,,,,,,,
3729,Sasmal,J123456.5+401254,188.7355,40.2151111111111,0.49,False,True,False,False,True,False,False,False,False,25.5686847211548,,-0.68,,,,,,,a,1,SDSS,,s,46,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3730,Lao,J123456.8+401252,188.73552,40.21512,0.4883,False,False,False,True,False,False,False,False,False,25.63,8.35,0.85,,,,,SDSS J123456.52+401254.4,f,,,,,s,46.23,,24.26,,,168,27,123.3,11.8,1.64,-22.23,,,,,,,,,,,,,AMF J123451.5+401304,0.4883,s,1912,59,367,0.656,29.77,1.35,11
3731,Sasmal,J123507.0+562505,188.779541666667,56.4182222222222,0.39,False,True,False,True,False,False,False,False,False,25.7558998201022,,-0.76,,,,,,,,,SDSS,,p,116,,,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732,Lao,J123507.2+562508,188.77953,56.41823,0.46336,False,False,True,True,False,False,False,False,False,25.95,,0.77,,,,,DESI J123507.09+562505.6,f,,,,,p,114.96,,63.84,,,278,46,158.2,47.4,1.65,,,,,,,,,,,,,,,,,,,,,,,
3733,Lao,J123523.2+374424,188.84691,37.74004,,False,False,True,True,False,False,False,False,False,,,1.01,,,,,,,,,,,,49.66,,23.07,,,,49,159.2,54.9,,,,,,,,,,,,,,,,,,,,,,,,
3734,Lao,J123523.7+105353,188.84943,10.89757,1.27952,False,False,False,True,False,False,False,False,False,26.62,,0.68,,,,,DESI J123523.86+105351.2,,,,,,p,53.49,,31.93,,,249,29,142.8,26.7,,,,,,,,,,,,,,,WH J123515.4+105546,0.8709,p,3068,170,1351,0.509,23.36,1.07,10
3735,Sasmal,J123528.5+531457,188.868791666667,53.2493611111111,,False,True,False,False,True,False,False,False,False,,,-1.08,,,,,,,,,EE,,,26,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736,Lao,J123529.6+352117,188.87241,35.35488,0.06092,False,True,False,True,False,False,False,False,False,23.48,8.59,0.45,,,,,WISEA J123529.37+352117.5,,,,,,s,32.49,,23.14,,,46,38,166.5,37.6,0.97,-22.57,,,,,,,,,,,,,,,,,,,,,,
3737,Lao,J123535.7+244425,188.89839,24.74085,0.41086,False,False,True,True,False,False,False,False,False,24.9,8.44,0.45,,,,,SDSS J123535.60+244427.1,,,,,,s,15.06,,10.72,,,141,25,117.4,10.4,1.81,-22.88,,,,,,,,,,,,,WHL J123535.6+244427,0.4109,s,1643,0,0,0.654,22.24,1.02,9
3738,Lao,J123537.0+074109,188.90456,7.6849,0.81761,False,True,False,True,False,False,False,False,False,25.36,,0.47,,,,,DESI J123537.09+074105.6,f,,,,,p,9.28,,6.48,,,124,16,123.4,23,1.76,,,,,,,,,,,,,,Y21 J123537.4+074029,0.7858,p,2834,37,285,0.68,45.72,2.04,24
3739,Sasmal,J123537.3+074110,188.905791666667,7.68625,,False,True,False,False,True,False,False,False,False,,,-1.33,,,,,,,,,EE,,,8,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,Lao,J123550.5+205626,188.96065,20.94061,0.42683,False,True,False,True,False,False,False,False,False,25.29,8.87,0.52,,,,,WISEA J123550.55+205626.1,,,,,,s,32.51,,21.85,,,161,28,150,22.3,1.89,-22.94,,,,,,,,,,,,,WH J123550.6+205626,0.4268,s,1700,0,0,0.507,18.54,0.85,6
3741,Lao,J123602.3+500223,189.01144,50.03919,0.62896,False,False,False,True,False,False,False,False,False,26.09,8.7,0.9,,,,,WISEA J123602.74+500221.0,,,,,,s,73.15,,36.87,,,260,37,158.3,32.4,1.95,-23.79,,,,,,,,,,,,,WHL J123602.7+500221,0.6289,s,2368,0,0,0.734,47.36,2.11,17
3742,Lao,J123608.0+044857,189.03331,4.81585,0.80528,False,False,False,True,False,False,False,False,False,25.47,,0.43,,,,,DESI J123608.00+044857.1,,,,,,p,12.75,,9.16,,,217,28,169.6,30.9,1.98,,,,,,,,,,,,,,WH J123608.0+044857,0.7981,p,2868,0,0,0.541,25.28,1.15,11
3743,Lao,J123608.0+163827,189.03391,16.64143,0.0789,False,False,False,True,False,False,False,False,False,25.04,,0.92,,,,,2MASX J12360813+1638291,j,,,,,s,674.86,,333.62,,,184,119,136.2,122.8,0.95,,,,,,,,,,,,,,WHL J123608.1+163829,0.0789,s,344,0,0,0.829,37.17,1.67,29
3744,Lao,J123622.4+051625,189.09362,5.27383,,False,False,False,True,False,False,False,False,False,,,0.42,,,,,,,,,,,,11.73,,8.54,,,,21,104.8,11.1,,,,,,,,,,,,,,,,,,,,,,,,
3745,Lao,J123628.1+163150,189.10741,16.53843,0.06845,False,True,False,False,True,False,False,False,False,25.28,8.47,1.61,,,,,SDSS J123625.77+163218.3,,,,,,s,1496,,440.14,,,164,121,67.1,40.7,,-22.12,,,,,,,,,,,,,ABELL 1569S,0.0692,s,303,12,16,,,,
3746,Lao,J123628.7+073411,189.1195,7.56927,0.68944,False,False,True,True,False,False,False,False,False,25.31,,0.47,,,,,DESI J123628.68+073409.4,,,,,,p,12.09,,8.46,,,153,21,139.2,15.5,1.91,,,,,,,,,,,,,,Y21 J123628.7+073409,0.7251,p,2659,0,0,0.624,31.23,1.41,14
3747,Lao,J123656.2+163810,189.23776,16.63907,0.29155,False,False,False,False,True,False,False,False,False,25.2,,0.79,,,,,DESI J123657.06+163820.6,,,,,,p,57.7,,31.67,,,126,28,65,8.9,1.49,,,,,,,,,,,,,,,,,,,,,,,
3748,Lao,J123656.3+615701,189.23261,61.94978,0.41928,False,True,False,True,False,False,False,False,False,25.24,8.65,0.82,,,,,WISEA J123655.82+615659.1,,,,,,s,27.73,,14.9,,,171,30,145.7,32.5,1.69,-21.98,,,,,,,,,,,,,WH J123711.3+615442,0.8595,s,3037,175,1386,0.654,43.92,1.96,14
3749,Lao,J123704.0+331427,189.267,33.23951,0.56058,False,True,False,True,False,False,False,False,False,26.43,,0.74,,,,,[HB89] 1234+335,,,,,,s,226.27,,128.63,,,193,29,122,14.7,,,,,,,,,,,,,,,,,,,,,,,,
3750,Lao,J123715.2+011808,189.31407,1.30126,0.79377,False,False,True,True,False,False,False,False,False,25.28,,0.51,,,,,DESI J123715.38+011804.5,,,,,,p,8.14,,5.51,,,146,19,129.2,24.9,2.05,,,,,,,,,,,,,,Y21 J123715.4+011805,0.8378,p,2978,0,0,0.729,55.07,2.45,28
3751,Sasmal,J123720.3+201352,189.334708333333,20.2312777777778,,False,True,False,True,False,False,False,False,False,,,-0.76,,,,,,,,1,EE,,,19,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,Lao,J123720.3+201355,189.33474,20.23162,0.8186,False,True,False,True,False,False,False,False,False,25.79,,0.81,,,,,DESI J123720.34+201353.8,f,,,,,p,20.29,,10.97,,,187,24,111.6,10.1,2.08,,,,,,,,,,,,,,Y21 J123720.3+201354,0.8723,p,3072,0,0,0.393,14.92,0.69,6
3753,Lao,J123722.5+394200,189.342,39.7003,0.73059,False,False,True,True,False,False,False,False,False,25.52,,0.57,,,,,DESI J123722.08+394201.1,,,,,,p,16.33,,10.55,,,149,20,110.3,23.2,2.32,,,,,,,,,,,,,,Y21 J123722.1+394201,0.7441,p,2714,0,0,0.59,27.73,1.26,15
3754,Lao,J123723.1+571530,189.34367,57.25684,0.07266,False,False,False,True,False,False,False,False,False,24.09,,0.92,,,,,DESI J123722.48+571524.6,,,,,,p,89.31,,44.13,,,70,49,135.5,38.2,0.97,,,,,,,,,,,,,,WH J123732.7+571642,0.3134,s,1287,113,537,0.466,11.35,0.53,7
3755,Lao,J123723.2+003640,189.34576,0.60759,0.33897,False,False,True,True,False,False,False,False,False,25.05,8.84,0.66,,,,,WISEA J123722.98+003627.3,,,,,,s,30.06,,18.16,,,395,79,144.2,267.3,1.68,-23.91,,,,,,,,,,,,,WHL J123723.0+003627,0.339,s,1383,0,0,0.91,63.6,2.81,27
3756,Lao,J123742.6+473904,189.4305,47.65205,0.56532,False,False,True,False,True,False,False,False,False,25.34,8.09,0.59,,,,,WISEA J123743.32+473907.3,,,,,,s,18.96,,12.08,,,154,23,62.4,6.3,1.88,-22.55,,,,,,,,,,,,,AMF J123736.9+473758,0.5623,s,2157,94,629,0.881,85.06,3.73,38
3757,Lao,J123743.3-032023,189.42989,-3.33991,0.27944,False,False,False,True,False,False,False,False,False,24.84,,0.94,,,,,DESI J123743.17-032023.7,,,,,,p,26.85,,13.16,,,118,27,119.6,11.9,1.55,,,,,,,,,,,,,,maxBCG J123743.2-032024,0.2754,p,1142,0,0,0.778,37.53,1.69,26
3758,Lao,J123750.8+160613,189.46124,16.10484,0.29315,False,True,False,True,False,False,False,False,False,24.39,,0.31,,,,,WISEA J123750.69+160617.4,,,,,,s,10.07,,7.94,,,90,20,126.1,19,1.58,,,,,,,,,,,,,,WH J123750.7+160617,0.2931,s,1210,0,0,0.525,14.37,0.66,7
3759,Lao,J123813.4+373731,189.55569,37.62708,0.20123,False,True,False,False,True,False,False,False,False,24.6,,0.68,,,,,DESI J123813.37+373737.5,,,,,,p,33.8,,20.2,,,92,27,67.8,7.2,1.32,,,,,,,,,,,,,,maxBCG J123813.8+373747,0.1909,s,810,11,36,0.885,49.9,2.22,35
3760,Lao,J123821.9+582203,189.59149,58.36772,0.24232,False,True,False,True,False,False,False,False,False,25.41,8.89,1.1,,,,,DESI J123821.96+582203.8,,,,,,p,131.87,,56.81,,,332,84,160.4,105.2,1.49,-23.14,,,,,,,,,,,,,GMBCG J123822.0+582204,0.2362,s,990,0,0,0.78,34.44,1.55,22
3761,Lao,J123826.0+275211,189.60933,27.869,0.9181,False,True,False,True,False,False,False,False,False,26.5,,0.78,,,,,DESI J123826.24+275208.4,,,,,,p,80.6,,44.32,,,266,33,103.4,12.5,0.31,,,,,,,,,,,,,,WH J123824.3+275227,0.9802,p,3352,32,263,0.329,10.97,0.51,6
3762,Lao,J123831.7+384320,189.63252,38.72079,0.36529,False,False,False,False,True,False,False,False,False,25.4,8.62,0.8,,,,,WISEA J123831.80+384314.8,,,,,,s,55.11,,29.99,,,147,28,60.5,6,1.85,-23.79,,,,,,,,,,,,,GMBCG J123831.8+384315,0.3653,s,1479,0,0,0.651,30.29,1.37,11
3763,Lao,J123847.1-032854,189.69662,-3.48183,,False,True,False,False,True,False,False,False,False,,,2.1,,,,,,,,,,,,32.92,,6.65,,,,24,71.1,7.2,,,,,,,,,,,,,,,,,,,,,,,,
3764,Lao,J123902.7+530618,189.76234,53.10557,0.23042,False,False,False,True,False,False,False,False,False,24.96,,0.8,,,,,DESI J123902.96+530620.0,,,,,,p,56.16,,30.63,,,99,26,132,74.7,1.25,,,,,,,,,,,,,,WHY18 J123904.1+530751,0.2662,s,1107,92,390,0.528,15.27,0.71,8
3765,Lao,J123912.6-070752,189.80268,-7.13371,0.30993,False,False,True,True,False,False,False,False,False,25.06,,0.96,,,,,DESI J123912.64-070801.4,,,,,,p,34.98,,16.79,,,212,45,138,43.2,,,,,,,,,,,,,,,WHY18 J123912.6-070801,0.3152,p,1294,0,0,0.644,27.62,1.25,14
3766,Lao,J123913.5+491550,189.80462,49.26337,0.6122,False,False,False,True,False,False,False,False,False,25.29,8.61,0.66,,,,,WISEA J123913.10+491548.1,,,,,,s,13.87,,8.4,,,174,25,112.5,13.4,1.83,-23.91,,,,,,,,,,,,,AMF J123913.1+491548,0.6317,p,2377,0,0,0.762,53.08,2.36,18
3767,Sasmal,J123916.1+142309,189.817208333333,14.3860277777778,0.37,False,True,False,False,True,False,False,False,False,24.5409202850708,,,,,,,,,,1,SDSS,,s,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,Lao,J123916.4+142306,189.8172,14.3861,0.36498,False,True,False,False,True,False,False,False,False,24.39,,1.06,,,,,WISEA J123916.12+142309.9,f,,,,,s,4.91,,2.19,,,73,14,88.9,5.8,1.8,,,,,,,,,,,,,,WHL J123916.1+142310,0.3651,s,1479,0,0,0.774,41.64,1.87,21
3769,Lao,J123922.2+171156,189.84107,17.19933,0.07023,False,True,False,True,False,False,False,False,False,24.2,,1.23,,,,,WISEA J123921.85+171157.5,,,,,,s,121.46,,47.63,,,102,74,160.3,114.6,0.93,,,,,,,,,,,,,,WHL J123921.8+171157,0.0702,s,307,0,0,0.707,14.44,0.67,10
3770,Lao,J123923.6+270447,189.84892,27.07951,0.54849,False,True,False,True,False,False,False,False,False,25.38,,0.76,,,,,WISEA J123923.74+270446.2,,,,,,s,20.92,,11.69,,,138,21,115.3,9.1,1.82,,,,,,,,,,,,,,,,,,,,,,,
3771,Lao,J124002.1+444618,190.00713,44.7713,0.65676,False,False,False,True,False,False,False,False,False,26.01,,0.89,,,,,SDSS J124001.71+444616.6,,,,,,s,54.29,,27.58,,,387,54,167.9,121.5,1.43,,,,,,,,,,,,,,CFSFDP J123953.6+444343,0.8647,p,3051,176,1396,0.439,12.15,0.56,6
3772,Lao,J124007.7-042946,190.02881,-4.49506,0.13387,False,False,True,True,False,False,False,False,False,24.75,,1.71,,,,,DESI J124006.91-042942.2,,,,,,p,101.31,,27.51,,,339,138,155.6,508.4,,,,,,,,,,,,,,,WH J124011.6-042925,0.6907,p,2557,72,528,0.489,18.97,0.87,7
3773,Lao,J124008.5+551429,190.03668,55.24239,0.90447,False,True,False,True,False,False,False,False,False,25.72,,0.76,,,,,DESI J124008.80+551432.6,,,,,,p,14.12,,7.94,,,176,22,96.2,11.7,0.57,,,,,,,,,,,,,,,,,,,,,,,
3774,Lao,J124009.3-042052,190.03879,-4.34936,0.1352,False,False,False,True,False,False,False,False,False,24.61,,0.23,,,,,WISEA J124009.32-042057.3,,,,,,s,86.39,,72.26,,,146,59,140.5,54,,,,,,,,,,,,,,,,,,,,,,,,
3775,Lao,J124022.7+365341,190.09514,36.89245,0.37246,False,False,False,False,True,False,False,False,False,25.24,8.86,0.79,,,,,WISEA J124022.83+365332.8,a,,,,,s,36.52,,20.05,,,148,28,64.5,8.7,1.87,-23.62,,,,,,,,,,,,,WHL J124022.9+365333,0.3725,s,1506,1,5,0.862,57.79,2.56,25
3776,Lao,J124025.7+313822,190.1069,31.64039,0.36352,False,False,False,True,False,False,False,False,False,24.84,,0.41,,,,,WISEA J124025.65+313825.3,,,,,,s,17.17,,12.57,,,104,20,161.8,46.1,1.82,,,,,,,,,,,,,,WHL J124025.7+313826,0.3645,s,1476,1,5,0.874,59.23,2.63,30
