RA,Dec,z,"L_rad,t",Size_rad,M_{BH},g-r,FRI,FRII,WAT,NAT,source_name,f_name,Host_name,f_z,Type,S1400MHz,S3000MHz,alpha,OA,Rc,LAS,Mr,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500
212.22412,5.19083,,,,,,False,True,True,False,J140853.79+051127.0,f,,,"FR-II,WAT",5.22,3.19,0.65,164.0,33.6,28,,,,,,,,,,,
212.38362,26.24289,0.70442,25.38,147.0,,2.06,True,False,False,True,J140931.98+261441.2,,DESI J140932.07+261434.4,p,"FR-I,NAT",13.39,9.19,0.49,29.2,6.6,20,,AMF J140923.6+261410,0.6857,s,2542.0,116.0,848.0,0.552,20.0,0.92,9.0
212.39883,22.50387,0.73358,25.4,195.0,,1.93,False,True,True,False,J140935.46+223013.6,,DESI J140935.72+223013.9,p,"FR-II,WAT",13.18,9.27,0.46,165.4,46.4,26,,WH J140935.7+223014,0.7506,p,2733.0,0.0,0.0,0.587,30.44,1.38,18.0
212.39814,21.0626,,,,,,False,True,True,False,J140935.55+210345.4,c,,,"FR-II,WAT",13.32,10.61,0.3,109.6,7.8,22,,,,,,,,,,,
212.43281,47.03724,0.20661,24.71,87.0,,1.35,True,False,True,False,J140944.13+470214.5,,WISEA J140943.87+470214.0,s,"FR-I,WAT",40.64,22.92,0.75,145.6,46.3,25,,WH J140948.4+470200,0.8893,p,3117.0,48.0,384.0,0.434,12.32,0.57,6.0
212.44274,16.27565,0.39319,25.76,230.0,7.82,1.78,False,True,True,False,J140946.31+161635.1,,WISEA J140946.25+161632.3,s,"FR-II,WAT",103.35,52.13,0.9,155.7,50.2,42,-22.26,,,,,,,,,,
212.46316,53.95079,0.49207,24.91,150.0,,1.67,False,False,True,False,J140950.50+535659.3,,DESI J140951.16+535702.8,p,"--,WAT",11.01,9.09,0.25,110.5,19.4,24,,GMBCG J140949.5+535655,0.4577,s,1807.0,16.0,96.0,0.54,17.39,0.8,10.0
212.54228,22.10561,0.23335,24.45,107.0,8.27,1.38,False,False,True,False,J141010.39+220621.3,,WISEA J141010.14+220620.1,s,"--,WAT",16.44,8.23,0.91,134.6,22.8,28,-22.69,,,,,,,,,,
212.54325,45.97455,0.52318,25.63,251.0,,1.74,False,True,True,False,J141010.56+455826.8,,DESI J141010.38+455828.4,p,"FR-II,WAT",45.62,31.19,0.5,143.3,21.9,39,,CFSFDP J141025.7+455734,0.7776,s,2810.0,169.0,1295.0,0.618,31.5,1.42,18.0
212.56597,17.56775,,,,,,False,True,True,False,J141015.83+173403.9,,,,"FR-II,WAT",784.25,300.71,1.26,153.9,22.2,29,,,,,,,,,,,
212.60395,9.03052,0.69752,26.19,235.0,,1.77,False,False,False,True,J141025.35+090149.2,,DESI J141024.95+090149.9,p,"--,NAT",70.8,35.39,0.91,90.0,12.4,32,,WH J141025.9+090338,1.0894,p,3618.0,109.0,915.0,0.353,11.42,0.53,6.0
212.63762,53.17306,0.3336,24.69,163.0,,1.57,False,False,True,False,J141032.84+531029.8,,DESI J141033.03+531023.0,p,"--,WAT",16.04,14.55,0.13,114.7,18.8,33,,Y21 J141032.4+531016,0.3502,s,1424.0,9.0,46.0,0.609,23.46,1.07,19.0
212.66539,7.46581,0.32129,25.25,212.0,8.81,1.61,False,True,True,False,J141040.18+072758.4,,WISEA J141039.69+072756.9,s,"FR-II,WAT",47.5,19.85,1.14,137.8,48.3,44,-23.41,GMBCG J141040.5+072815,0.3213,s,1317.0,22.0,106.0,0.806,43.72,1.96,16.0
212.71189,30.23598,0.17461,24.92,202.0,,1.19,True,False,True,False,J141051.66+301406.5,,SDSS J141050.85+301409.5,s,"FR-I,WAT",85.93,31.51,1.32,159.3,175.2,66,,maxBCG J141050.9+301409,0.1746,s,744.0,0.0,0.0,0.817,28.58,1.3,27.0
212.73295,-6.61143,,,,,,False,True,True,False,J141055.91-063641.1,f,,,"FR-II,WAT",113.7,50.36,1.07,144.1,63.8,37,,,,,,,,,,,
212.77324,41.27529,0.16229,24.55,72.0,,1.14,True,False,True,False,J141105.64+411632.8,,DESI J141105.58+411631.0,p,"FR-I,WAT",41.0,11.56,1.66,139.8,17.5,25,,,,,,,,,,,
212.78347,19.88419,0.51939,25.93,276.0,,0.07,False,True,True,False,J141108.25+195257.7,,WISEA J141108.03+195303.0,s,"FR-II,WAT",78.58,39.96,0.89,149.8,97.5,43,,Y21 J141108.1+195213,0.6931,p,2564.0,50.0,367.0,0.467,15.41,0.71,8.0
212.78868,45.59019,0.35079,25.2,353.0,8.73,1.73,False,False,True,False,J141108.66+453519.7,,WISEA J141109.28+453524.6,s,"--,WAT",35.44,16.08,1.04,157.5,21.5,69,-22.65,WH J141106.7+453307,0.7984,p,2869.0,141.0,1090.0,0.432,16.27,0.75,8.0
212.86761,-6.91394,0.39805,26.18,537.0,,,False,False,True,False,J141128.62-065454.5,,DESI J141128.23-065450.2,p,"--,WAT",185.46,41.89,1.95,159.4,35.9,97,,Y21 J141125.8-065729,0.3877,p,1560.0,163.0,889.0,0.744,31.94,1.44,22.0
212.87203,10.81655,0.16118,24.37,86.0,,1.15,False,False,True,False,J141129.15+104902.3,f,WISEA J141129.28+104859.5,s,"--,WAT",32.17,18.56,0.72,107.5,10.7,30,,maxBCG J141129.3+104859,0.1612,s,689.0,1.0,3.0,0.534,12.24,0.57,9.0
212.89513,7.04761,1.16053,25.91,313.0,,0.29,False,False,True,False,J141134.66+070253.4,,DESI J141134.83+070251.4,p,"--,WAT",18.24,15.33,0.23,169.6,56.8,37,,WH J141133.1+070238,0.8293,p,2955.0,29.0,227.0,0.36,13.23,0.61,7.0
212.91036,-7.52722,0.98188,26.46,591.0,,,False,True,True,False,J141138.03-073140.2,f,DESI J141138.49-073138.0,p,"FR-II,WAT",54.5,25.5,1.0,154.7,99.9,72,,WH J141140.2-073126,0.8953,p,3133.0,28.0,224.0,0.424,15.61,0.72,7.0
212.9205,1.44826,0.46913,24.96,158.0,8.79,1.86,False,True,True,False,J141141.03+012652.8,,WISEA J141140.92+012653.7,s,"FR-II,WAT",13.83,11.42,0.25,169.5,25.5,26,-23.43,Y21 J141140.9+012654,0.4691,s,1846.0,0.0,0.0,0.579,25.24,1.15,8.0
212.98027,34.2528,1.8188,27.54,242.0,,0.0,False,True,True,False,J141155.10+341515.7,c,[HB89] 1409+344,s,"FR-II,WAT",203.08,122.14,0.67,145.5,34.9,28,,,,,,,,,,,
213.06953,4.2242,0.31172,24.82,118.0,8.42,1.64,False,False,True,False,J141216.42+041329.4,,WISEA J141216.68+041327.1,s,"--,WAT",18.98,7.98,1.14,132.2,14.0,25,-22.41,WHL J141217.7+041326,0.3122,s,1282.0,16.0,76.0,0.763,36.14,1.63,16.0
213.10117,27.29941,0.29387,24.62,81.0,,1.55,True,False,False,True,J141224.78+271801.1,,WISEA J141224.28+271757.8,s,"FR-I,NAT",14.77,8.02,0.8,64.4,7.7,18,,,,,,,,,,,
213.21491,1.89616,2.0239,26.34,231.0,,0.06,False,True,True,False,J141251.68+015352.2,f,DESI J141251.58+015346.2,p,"FR-II,WAT",21.69,22.19,-0.03,124.4,30.4,27,,WH J141253.3+015108,0.469,s,1846.0,161.0,981.0,0.682,27.85,1.26,11.0
213.21384,28.52347,0.26177,25.06,188.0,,1.47,False,True,True,False,J141251.76+283125.7,,SDSS J141251.32+283124.4,s,"FR-II,WAT",51.52,26.14,0.89,166.6,88.1,45,,WHL J141251.3+283124,0.262,s,1091.0,0.0,0.0,0.75,30.47,1.38,16.0
213.21825,28.71218,0.66012,25.8,179.0,,1.82,True,False,True,False,J141252.44+284241.6,,WISEA J141252.38+284243.8,s,"FR-I,WAT",34.72,19.05,0.79,133.9,11.1,25,,Y21 J141247.2+284346,0.6601,s,2464.0,92.0,662.0,0.583,20.18,0.92,16.0
213.22383,21.96174,0.6306,25.74,190.0,,1.72,False,False,True,False,J141253.63+215746.9,f,DESI J141253.72+215742.3,p,"--,WAT",40.35,28.66,0.45,115.8,14.0,27,,,,,,,,,,,
213.24071,14.73423,0.14136,24.55,108.0,8.14,1.08,True,False,True,False,J141258.13+144408.5,,WISEA J141257.76+144403.2,s,"FR-I,WAT",62.78,32.23,0.87,128.0,21.1,42,-22.28,GMBCG J141257.8+144403,0.146,s,626.0,0.0,0.0,0.885,46.4,2.07,36.0
213.26665,32.89026,1.14657,26.56,313.0,,0.34,False,False,True,False,J141303.96+325324.2,,WISEA J141303.99+325324.9,s,"--,WAT",74.59,56.02,0.38,166.6,37.6,37,,WH J141307.7+325342,0.6184,s,2336.0,49.0,343.0,0.553,26.02,1.18,10.0
213.29057,-5.17594,0.97854,26.72,393.0,,,False,True,True,False,J141309.94-051032.8,,DESI J141309.74-051033.4,p,"FR-II,WAT",109.33,56.75,0.86,167.9,,48,,,,,,,,,,,
213.3711,45.32304,0.21078,24.49,92.0,,1.32,False,False,True,False,J141328.96+451927.7,,DESI J141329.06+451922.9,p,"--,WAT",21.85,9.56,1.08,123.8,18.1,26,,maxBCG J141329.1+451923,0.2182,s,919.0,0.0,0.0,0.79,36.76,1.65,11.0
213.37256,48.74031,0.18349,24.86,137.0,7.92,1.22,False,True,True,False,J141330.77+484435.1,f,WISEA J141329.41+484425.1,s,"FR-II,WAT",72.63,37.93,0.85,113.1,32.4,43,-22.25,WHL J141331.7+484419,0.1835,s,780.0,24.0,77.0,0.719,28.26,1.28,12.0
213.42653,19.84154,,,,,,False,True,True,False,J141342.37+195029.6,,,,"FR-II,WAT",15.05,8.77,0.71,154.3,68.9,26,,,,,,,,,,,
213.45196,8.48405,,,,,,False,False,True,False,J141348.47+082902.6,c,,,"--,WAT",7.38,8.39,-0.17,139.8,49.6,23,,,,,,,,,,,
213.58221,49.30656,0.56766,25.43,188.0,,0.43,True,False,True,False,J141419.63+491824.8,,WISEA J141419.73+491823.6,s,"FR-I,WAT",21.17,11.48,0.8,167.1,45.6,28,,,,,,,,,,,
213.59212,31.15808,0.43206,25.22,308.0,,1.01,False,True,True,False,J141422.40+310934.3,,DESI J141422.11+310929.1,p,"FR-II,WAT",26.56,16.64,0.61,169.8,97.4,53,,WH J141418.8+311022,0.8274,p,2950.0,68.0,532.0,0.491,17.68,0.81,7.0
213.67221,6.61949,,,,,,False,True,True,False,J141441.33+063710.2,c,,,"FR-II,WAT",5.91,4.08,0.49,142.4,12.2,20,,,,,,,,,,,
213.70718,12.68483,,,,,,False,True,True,False,J141449.72+124105.4,,,,"FR-II,WAT",18.48,13.18,0.44,142.3,15.2,25,,,,,,,,,,,
213.73539,54.93166,0.3619,25.52,261.0,8.57,1.74,False,True,True,False,J141455.35+545543.7,,WISEA J141456.49+545553.9,s,"FR-II,WAT",60.8,19.91,1.46,132.7,26.5,50,-23.01,WHL J141456.5+545554,0.3619,s,1467.0,0.0,0.0,0.537,14.85,0.69,6.0
213.73284,17.77202,0.33739,25.46,209.0,,1.65,True,False,False,True,J141456.91+174612.0,,WISEA J141455.88+174619.2,s,"FR-I,NAT",78.93,48.86,0.63,48.3,11.5,42,,WHL J141455.9+174619,0.3544,p,1439.0,0.0,0.0,,,,
213.73577,0.20637,0.12709,24.74,183.0,,1.06,True,False,True,False,J141457.41+001218.0,"d,h,j",WISEA J141456.58+001222.9,s,"FR-I,WAT",111.56,34.09,1.56,107.7,20.0,78,,maxBCG J141456.6+001223,0.127,s,548.0,0.0,0.0,0.897,49.49,2.21,29.0
213.80828,-1.6177,0.14959,25.16,338.0,8.87,,False,False,True,False,J141513.62-013707.8,d,WISEA J141513.98-013703.7,s,"--,WAT",223.23,108.42,0.95,165.3,94.5,125,-23.45,maxBCG J141514.0-013704,0.1496,s,641.0,0.0,0.0,0.757,29.26,1.33,19.0
213.86988,9.44375,0.61751,25.21,209.0,,1.86,False,True,True,False,J141528.89+092634.1,,WISEA J141528.77+092637.5,s,"FR-II,WAT",14.17,12.26,0.19,136.8,18.4,30,,WH J141528.8+092638,0.6175,s,2333.0,0.0,0.0,0.533,18.87,0.87,7.0
213.91195,23.4473,1.0997,,184.0,,,False,False,True,False,J141538.91+232653.7,f,DESI J141538.87+232650.3,p,"--,WAT",38.58,,,102.7,11.2,22,,,,,,,,,,,
213.94145,58.72079,,,,,,False,True,True,False,J141545.95+584314.9,,,,"FR-II,WAT",14.76,6.55,1.07,150.5,32.5,37,,,,,,,,,,,
213.98794,2.60761,0.47455,25.3,147.0,,1.97,True,False,True,False,J141556.99+023626.9,,WISEA J141557.10+023627.3,s,"FR-I,WAT",21.8,9.81,1.05,152.4,22.9,24,,WHL J141557.1+023628,0.4745,s,1865.0,0.0,0.0,0.78,49.71,2.22,30.0
214.02243,12.75495,0.54045,25.03,157.0,8.62,1.88,False,False,True,False,J141605.76+124520.5,,WISEA J141605.38+124517.8,s,"--,WAT",13.05,12.45,0.06,116.4,19.2,24,-23.59,AMF J141605.4+124518,0.5404,s,2086.0,0.0,0.0,0.666,36.32,1.63,13.0
214.03017,50.85369,0.98321,26.14,312.0,,1.66,False,True,True,False,J141607.22+505118.6,,DESI J141607.24+505113.3,p,"FR-II,WAT",31.65,18.43,0.71,146.4,65.0,38,,WH J141607.2+505113,1.0424,p,3505.0,0.0,0.0,0.505,26.44,1.2,6.0
214.0576,21.79524,0.19406,24.74,156.0,8.4,1.27,False,False,True,False,J141613.34+214743.4,f,WISEA J141613.82+214742.8,s,"--,WAT",38.93,7.75,2.12,125.8,24.0,47,-22.75,maxBCG J141613.5+214654,0.1941,s,823.0,49.0,164.0,0.874,51.08,2.28,35.0
214.15793,25.44992,1.33402,26.21,250.0,,,False,False,True,False,J141638.07+252658.0,,DESI J141637.90+252659.7,p,"--,WAT",23.15,16.45,0.45,168.7,30.3,29,,,,,,,,,,,
214.16506,17.87621,,,,,0.96,False,False,True,False,J141639.61+175234.4,,,,"--,WAT",24.98,16.06,0.58,136.1,17.4,26,,,,,,,,,,,
214.17207,47.58454,,,,,,False,True,True,False,J141641.30+473504.3,,,,"FR-II,WAT",7.54,6.39,0.22,168.5,77.4,23,,,,,,,,,,,
214.21724,9.52087,0.68873,25.87,197.0,8.81,1.73,False,False,True,False,J141652.52+093116.4,,WISEA J141652.13+093115.1,s,"--,WAT",26.85,9.19,1.41,123.7,17.3,27,-23.99,Y21 J141652.1+093115,0.6795,s,2523.0,0.0,0.0,0.8,60.94,2.7,32.0
214.22023,12.04091,0.33458,24.95,208.0,8.83,1.65,False,False,True,False,J141652.69+120226.5,,WISEA J141652.85+120227.2,s,"--,WAT",26.58,19.68,0.39,165.0,44.1,42,-23.46,WH J141656.8+120101,0.8215,p,2933.0,103.0,804.0,0.544,25.68,1.17,7.0
214.2452,55.06651,0.24727,24.7,80.0,,1.51,True,False,True,False,J141658.74+550357.8,,WISEA J141658.84+550359.4,s,"FR-I,WAT",24.92,10.92,1.08,151.6,21.6,20,,WHL J141658.8+550359,0.2473,s,1034.0,0.0,0.0,0.892,56.12,2.49,44.0
214.25892,20.31759,0.46522,25.81,272.0,,1.71,False,True,True,False,J141702.35+201906.0,"g,j",DESI J141702.14+201903.3,p,"FR-II,WAT",73.15,33.18,1.04,107.5,18.0,45,,WHL J141702.1+201903,0.5592,p,2147.0,0.0,0.0,0.53,11.89,0.62,6.0
214.31323,5.9253,,,,,,False,True,True,False,J141715.18+055531.1,,,,"FR-II,WAT",33.08,12.68,1.26,165.0,33.8,36,,,,,,,,,,,
214.3246,23.28889,0.92095,26.87,411.0,,0.04,False,True,True,False,J141717.74+231723.0,,DESI J141717.90+231720.1,s,"FR-II,WAT",197.13,114.1,0.72,153.3,93.5,51,,WH J141721.8+231800,0.4826,p,1892.0,67.0,415.0,0.529,14.58,0.67,8.0
214.32899,6.13676,0.10972,24.83,251.0,,1.01,False,False,True,False,J141718.42+060812.5,d,WISEA J141718.95+060812.3,s,"--,WAT",190.0,56.53,1.59,166.6,379.8,121,,maxBCG J141719.0+060812,0.1097,s,475.0,0.0,0.0,0.664,20.42,0.93,18.0
214.32782,30.26042,0.69948,25.7,243.0,,1.93,False,True,True,False,J141718.72+301540.8,,DESI J141718.68+301537.5,p,"FR-II,WAT",20.58,8.9,1.1,161.5,27.5,33,,WHL J141721.2+301427,0.0642,s,281.0,78.0,100.0,0.57,12.9,0.6,6.0
214.38029,8.20842,0.0568,24.47,165.0,8.43,0.92,True,False,True,False,J141730.84+081237.1,d,NGC 5535,s,"FR-I,WAT",349.7,132.35,1.27,161.9,180.2,145,-22.56,WH J141727.8+081037,0.7634,p,2770.0,125.0,952.0,0.589,31.62,1.43,10.0
214.39144,41.18969,2.01232,27.05,317.0,,0.1,False,True,True,False,J141733.62+411125.6,b,SDSS J141733.94+411122.8,s,"FR-II,WAT",42.69,22.33,0.85,143.2,25.2,37,,,,,,,,,,,
214.42001,12.33239,1.22529,26.0,213.0,,,True,False,True,False,J141741.02+122003.6,c,DESI J141740.80+121956.6,p,"FR-I,WAT",17.0,11.94,0.46,121.6,18.3,25,,,,,,,,,,,
214.45841,-2.98699,0.50112,25.07,189.0,8.64,1.83,False,True,True,False,J141749.36-025914.4,,WISEA J141750.01-025913.1,s,"FR-II,WAT",13.6,8.8,0.57,153.2,28.5,30,-23.71,,,,,,,,,,
214.46388,20.60652,0.36328,25.02,219.0,,1.74,False,True,True,False,J141750.58+203619.2,,SDSS J141751.33+203623.4,s,"FR-II,WAT",22.46,11.24,0.91,116.5,26.7,42,,WHL J141751.3+203623,0.3633,s,1472.0,0.0,0.0,0.775,42.27,1.89,27.0
214.47039,1.24522,0.36936,24.68,163.0,,1.71,False,False,False,True,J141753.57+011442.0,,DESI J141752.89+011442.8,p,"--,NAT",9.61,4.51,0.99,88.4,13.6,31,,WHL J141753.4+011449,0.3845,s,1549.0,10.0,54.0,0.747,39.21,1.76,16.0
214.5383,5.2544,0.58384,25.69,197.0,,1.74,False,True,False,True,J141808.85+051512.0,f,WISEA J141809.19+051515.8,s,"FR-II,NAT",31.5,13.83,1.08,70.9,8.5,29,,Y21 J141804.3+051519,0.5859,s,2233.0,73.0,498.0,0.717,43.86,1.96,25.0
214.53933,48.04198,0.79915,25.57,487.0,,2.1,False,True,True,False,J141809.45+480228.2,,DESI J141809.44+480231.1,p,"FR-II,WAT",14.43,8.9,0.63,157.9,220.8,63,,,,,,,,,,,
214.54795,32.19426,0.36099,25.1,245.0,,1.76,False,True,True,False,J141812.35+321145.1,,WISEA J141811.50+321139.3,s,"FR-II,WAT",29.12,17.09,0.7,113.0,23.1,47,,WHL J141811.5+321139,0.361,s,1464.0,0.0,0.0,0.757,36.31,1.63,25.0
214.60422,8.27595,0.51402,25.07,159.0,8.94,1.89,False,False,True,False,J141825.28+081638.4,,WISEA J141825.01+081633.4,s,"--,WAT",13.35,9.18,0.49,109.5,11.9,25,-23.6,WHL J141829.9+081510,0.5148,s,2001.0,111.0,711.0,0.823,58.32,2.59,27.0
214.61754,22.1019,0.7583,25.79,243.0,8.44,2.18,False,False,True,False,J141828.04+220611.3,,WISEA J141828.20+220606.8,s,"--,WAT",24.26,12.83,0.84,147.9,24.1,32,-24.03,Y21 J141828.2+220606,0.7583,s,2755.0,1.0,8.0,0.736,53.4,2.38,21.0
214.66873,35.50046,0.12935,24.65,162.0,,,True,False,True,False,J141840.04+353003.2,,DESI J141840.49+353001.6,p,"FR-I,WAT",93.43,40.76,1.09,155.3,43.8,68,,,,,,,,,,,
214.77847,5.91718,2.38499,27.59,200.0,,0.31,False,False,True,False,J141906.77+055500.3,,DESI J141906.83+055501.9,p,"--,WAT",123.5,74.14,0.67,169.7,26.9,24,,WH J141906.9+055758,0.6843,s,2538.0,176.0,1286.0,0.439,14.17,0.66,6.0
214.78208,17.60344,0.96443,26.64,261.0,,0.2,False,False,True,False,J141907.92+173610.1,,SDSS J141907.69+173612.3,s,"--,WAT",107.55,64.39,0.67,145.2,24.1,32,,WH J141909.1+173415,0.6174,s,2332.0,119.0,832.0,0.518,21.17,0.97,7.0
214.83888,20.14637,0.36077,25.64,192.0,,1.64,True,False,True,False,J141920.97+200837.2,f,DESI J141921.33+200846.9,p,"FR-I,WAT",73.69,19.74,1.73,103.7,25.6,37,,,,,,,,,,,
214.86352,23.63619,0.13732,24.07,75.0,8.0,1.07,False,False,True,False,J141927.43+233812.3,d,WISEA J141927.24+233810.2,s,"--,WAT",22.11,11.02,0.91,137.0,21.8,30,-22.31,,,,,,,,,,
214.91734,46.95835,0.48256,25.78,309.0,9.69,1.97,True,False,True,False,J141939.58+465738.5,f,WISEA J141940.16+465730.0,s,"FR-I,WAT",68.94,37.65,0.79,116.0,23.1,50,-23.6,WHL J141940.2+465730,0.4826,s,1892.0,0.0,0.0,0.795,50.33,2.24,32.0
214.91837,42.82263,0.6735,26.25,399.0,9.35,1.73,False,False,True,False,J141940.09+424927.1,,WISEA J141940.40+424921.4,s,"--,WAT",81.67,36.36,1.06,140.5,41.1,55,-23.21,WHL J141932.4+424725,0.445,s,1763.0,146.0,858.0,0.627,23.77,1.08,8.0
214.92944,33.68148,0.59119,25.94,260.0,,1.93,False,False,True,False,J141943.64+334103.9,,DESI J141943.06+334053.3,p,"--,WAT",57.96,27.84,0.96,150.4,39.3,38,,WHL J141942.8+334020,0.6258,p,2359.0,34.0,239.0,0.729,47.34,2.11,28.0
215.02392,43.97444,,,,,,True,False,True,False,J142005.74+435828.0,,,,"FR-I,WAT",9.46,6.97,0.4,155.9,17.2,21,,,,,,,,,,,
215.0749,12.95115,0.2488,25.32,282.0,,1.52,False,False,True,False,J142018.31+125702.8,,WISEA J142017.97+125704.1,s,"--,WAT",94.77,32.22,1.42,138.7,12.1,70,,GMBCG J142018.0+125704,0.2488,s,1040.0,0.0,0.0,0.595,21.95,1.0,12.0
215.0907,4.65281,,,,,,False,True,True,False,J142021.77+043910.1,,,,"FR-II,WAT",13.99,8.28,0.69,149.1,12.0,20,,,,,,,,,,,
215.13033,-6.37985,0.24346,25.18,230.0,,,True,False,True,False,J142030.96-062233.5,"f,j",DESI J142031.28-062247.5,p,"FR-I,WAT",69.27,19.78,1.64,125.5,97.3,58,,WHY18 J142032.5-062310,0.2491,p,1041.0,29.0,117.0,1.015,77.37,3.4,45.0
215.13143,11.89704,0.61804,25.57,174.0,,1.89,True,False,False,True,J142031.97+115353.9,,DESI J142031.54+115349.3,p,"FR-I,NAT",18.06,6.22,1.4,81.6,11.4,25,,,,,,,,,,,
215.13888,53.13918,0.73855,25.73,240.0,,1.91,False,True,True,False,J142032.73+530823.8,,DESI J215.1388+53.1391,s,"FR-II,WAT",21.45,10.92,0.89,104.0,13.1,32,,WH21 J142033.3+530821,0.7382,s,2697.0,0.0,0.0,0.618,35.61,1.6,12.0
215.15593,19.77404,0.40965,25.7,140.0,8.64,1.92,True,False,True,False,J142037.62+194622.1,,WISEA J142037.42+194626.5,s,"FR-I,WAT",75.73,32.46,1.11,90.2,8.8,25,-21.98,WHL J142037.4+194626,0.4067,s,1628.0,1.0,6.0,1.126,133.98,5.8,81.0
215.17019,6.84995,0.23754,26.07,292.0,8.64,1.37,False,False,True,False,J142041.20+065055.2,,WISEA J142040.84+065059.8,s,"--,WAT",538.38,133.44,1.83,163.6,52.5,75,-22.8,WHL J142040.9+065100,0.2375,s,995.0,0.0,0.0,0.681,24.43,1.11,13.0
215.17434,25.00972,0.36254,25.79,182.0,8.9,1.79,False,True,True,False,J142042.32+250041.3,"a,f,h,j",WISEA J142041.84+250034.9,s,"FR-II,WAT",126.91,56.86,1.05,101.1,14.3,35,-23.72,WHL J142041.8+250035,0.3659,s,1482.0,0.0,0.0,0.901,66.43,2.94,33.0
215.18718,4.36935,0.70138,25.52,199.0,,1.74,False,False,True,False,J142044.89+042220.4,,DESI J142044.92+042209.7,p,"--,WAT",13.8,6.17,1.06,167.8,20.1,27,,,,,,,,,,,
215.19354,9.88245,1.09236,26.02,193.0,,,False,False,True,False,J142046.41+095257.6,,DESI J142046.45+095256.8,p,"--,WAT",19.23,11.38,0.69,168.4,19.5,23,,WH J142052.4+095109,0.7933,p,2855.0,139.0,1073.0,0.495,20.18,0.92,7.0
215.26363,-2.51362,0.32877,24.82,201.0,,1.6,False,True,True,False,J142103.06-023041.4,,DESI J142103.27-023049.0,p,"FR-II,WAT",16.95,7.63,1.05,134.0,30.3,41,,,,,,,,,,,
215.28304,37.55632,1.03544,26.14,365.0,,1.15,False,True,True,False,J142107.96+373325.8,,DESI J142107.93+373322.7,p,"FR-II,WAT",23.74,11.52,0.95,166.1,117.1,44,,,,,,,,,,,
215.29567,55.21273,0.61091,25.6,201.0,8.66,1.91,True,False,True,False,J142110.66+551244.4,,WISEA J142110.96+551245.8,s,"FR-I,WAT",28.07,16.98,0.66,146.1,48.9,29,-23.25,WHL J142118.5+551455,0.3934,s,1581.0,145.0,798.0,0.57,15.8,0.73,13.0
215.30308,31.23353,0.262,24.84,217.0,,1.49,False,True,True,False,J142113.15+311400.4,,DESI J142112.74+311400.7,p,"FR-II,WAT",29.9,12.79,1.11,138.6,43.8,52,,,,,,,,,,,
215.32653,43.18622,0.17909,25.24,231.0,8.64,1.21,True,False,True,False,J142118.20+431109.5,,WISEA J142118.36+431110.3,s,"FR-I,WAT",168.67,57.65,1.41,167.0,301.7,74,-22.75,,,,,,,,,,
215.33318,22.69741,0.34796,25.33,254.0,,1.61,False,False,True,False,J142120.22+224152.7,,DESI J142119.96+224150.7,p,"--,WAT",54.03,32.3,0.68,122.6,12.8,50,,WHL J142119.6+224321,0.1898,s,805.0,91.0,299.0,0.549,12.89,0.6,10.0
215.34436,48.92305,0.4768,25.98,387.0,8.06,1.83,False,False,True,False,J142123.68+485526.2,,WISEA J142122.64+485522.9,s,"--,WAT",83.35,25.07,1.58,143.7,54.7,63,-22.73,WH J142122.6+485523,0.4768,s,1873.0,0.0,0.0,0.497,12.8,0.59,8.0
215.36569,58.7993,1.52943,26.22,243.0,,0.33,False,True,True,False,J142127.28+584752.6,,WISEA J142127.76+584757.4,s,"FR-II,WAT",47.6,76.1,-0.62,169.9,18.6,28,,WH J142139.3+584604,0.7185,s,2640.0,145.0,1080.0,0.627,34.6,1.56,9.0
215.37067,-4.52572,0.34027,25.33,215.0,,,False,True,True,False,J142128.94-043136.6,f,DESI J142128.96-043132.6,p,"FR-II,WAT",58.62,37.95,0.57,110.3,16.1,43,,WHY18 J142129.0-043133,0.3274,p,1340.0,0.0,0.0,0.806,45.37,2.03,25.0
215.40398,61.00682,0.3091,24.86,122.0,,1.7,True,False,False,True,J142136.57+610036.0,a,WISEA J142136.95+610024.5,s,"FR-I,NAT",24.71,16.8,0.51,37.0,6.4,26,,AMF J142136.9+610024,0.3091,s,1271.0,0.0,0.0,0.586,18.83,0.86,11.0
215.42229,-7.72746,,,,,,False,True,True,False,J142141.35-074338.9,"g,j",,,"FR-II,WAT",145.23,92.36,0.59,147.4,38.4,53,,,,,,,,,,,
215.43792,17.95767,0.54479,25.08,158.0,,1.75,False,True,True,False,J142145.35+175732.1,,DESI J142145.10+175727.6,p,"FR-II,WAT",12.39,9.07,0.41,119.6,18.9,24,,Y21 J142145.1+175728,0.5412,p,2088.0,0.0,0.0,0.469,14.97,0.69,11.0
215.49382,44.9973,0.28286,25.29,181.0,,1.72,False,True,True,False,J142158.99+445954.2,,WISEA J142158.51+445950.2,s,"FR-II,WAT",79.75,49.6,0.62,148.2,52.7,41,,,,,,,,,,,
215.60371,7.52312,0.68536,24.92,131.0,9.04,1.93,False,True,True,False,J142225.15+073127.1,,WISEA J142224.89+073123.2,s,"FR-II,WAT",6.58,6.89,-0.06,96.5,14.0,18,-23.21,Y21 J142224.9+073123,0.6853,s,2541.0,0.0,0.0,0.511,18.25,0.84,6.0
