RA,Dec,z,"L_rad,t",Size_rad,M_{BH},g-r,FRI,FRII,WAT,NAT,source_name,f_name,Host_name,f_z,Type,S1400MHz,S3000MHz,alpha,OA,Rc,LAS,Mr,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500
198.4647,39.90271,0.39278,25.51,373.0,,1.88,False,False,True,False,J131352.49+395419.1,,DESI J131351.53+395409.8,p,"--,WAT",61.66,36.32,0.69,113.7,15.5,68,,WH J131351.5+395410,0.4248,p,1692.0,0.0,0.0,0.55,10.7,0.5,6.0
198.51911,54.66058,0.34645,25.42,213.0,,1.71,False,False,True,False,J131402.95+543929.2,,WISEA J131404.58+543938.0,s,"--,WAT",61.88,29.81,0.96,106.0,47.4,42,,WHL J131404.6+543938,0.3465,s,1410.0,0.0,0.0,0.774,40.11,1.8,19.0
198.55659,59.25649,0.7911,26.28,185.0,,0.57,True,False,True,False,J131413.50+591522.7,,DESI J131413.58+591523.4,p,"FR-I,WAT",85.1,61.86,0.42,150.2,24.8,24,,,,,,,,,,,
198.55917,2.06792,0.84912,26.27,504.0,,1.36,False,True,True,False,J131414.18+020401.8,,DESI J131414.20+020404.5,p,"FR-II,WAT",48.05,20.86,1.09,160.6,86.3,64,,Y21 J131414.4+020116,0.4207,s,1678.0,168.0,962.0,0.6,23.53,1.07,8.0
198.57184,39.22395,1.34039,26.28,267.0,,0.63,False,True,True,False,J131417.36+391331.3,,SDSS J131417.24+391326.2,s,"FR-II,WAT",28.42,21.34,0.38,166.3,58.1,31,,,,,,,,,,,
198.62769,23.97712,,,,,1.65,False,True,True,False,J131430.65+235837.6,,,,"FR-II,WAT",26.38,18.87,0.44,143.7,12.7,26,,,,,,,,,,,
198.6432,62.31118,,,,,1.0,True,False,True,False,J131434.37+621840.3,,,,"FR-I,WAT",403.33,49.82,2.74,142.2,141.5,58,,,,,,,,,,,
198.65038,56.84964,0.24048,24.36,98.0,,1.4,True,False,True,False,J131436.07+565100.5,,DESI J131436.09+565058.7,p,"FR-I,WAT",14.81,13.42,0.13,158.3,24.9,25,,WH J131418.9+565201,0.867,p,3057.0,154.0,1223.0,0.478,17.59,0.81,7.0
198.65877,51.57031,0.47801,26.13,430.0,,0.92,False,False,True,False,J131437.34+513413.7,,WISEA J131438.10+513413.1,s,"--,WAT",135.17,54.97,1.18,150.7,53.2,70,,WH J131438.1+513413,0.478,s,1877.0,0.0,0.0,0.488,13.01,0.6,6.0
198.66948,39.96681,,,,,,False,False,True,False,J131440.68+395800.5,,,,"--,WAT",14.86,11.91,0.29,123.8,10.5,23,,,,,,,,,,,
198.68499,40.1207,0.51189,25.42,210.0,,1.86,False,False,True,False,J131444.71+400716.7,,SDSS J131444.39+400714.5,s,"--,WAT",32.35,25.25,0.33,138.0,26.8,33,,Y21 J131458.0+400704,0.6116,s,2314.0,157.0,1093.0,0.578,19.52,0.9,10.0
198.7069,53.05977,0.27541,25.02,182.0,,1.53,True,False,True,False,J131449.15+530334.2,,WISEA J131449.65+530335.1,s,"FR-I,WAT",47.31,33.14,0.47,159.5,52.0,42,,maxBCG J131449.7+530335,0.2758,s,1144.0,0.0,0.0,0.717,30.44,1.38,16.0
198.72093,14.92969,1.33854,26.31,328.0,,0.23,False,True,True,False,J131452.36+145556.4,c,DESI J131453.02+145546.9,p,"FR-II,WAT",25.04,15.59,0.62,120.4,22.4,38,,WH J131451.2+145501,0.2843,s,1177.0,53.0,235.0,0.466,12.28,0.57,6.0
198.74734,9.19349,0.82325,26.05,578.0,,0.7,False,True,True,False,J131459.20+091136.6,,SDSS J131459.36+091136.5,s,"FR-II,WAT",47.39,35.3,0.39,166.6,277.4,74,,,,,,,,,,,
198.74762,6.27201,0.26209,25.12,192.0,8.32,1.51,False,True,True,False,J131459.33+061622.2,,WISEA J131459.42+061619.2,s,"FR-II,WAT",61.16,33.68,0.78,125.9,22.2,46,-23.26,WHL J131459.4+061619,0.2621,s,1091.0,0.0,0.0,0.715,30.46,1.38,17.0
198.76623,58.22703,0.45299,25.9,286.0,7.79,1.82,False,False,True,False,J131503.12+581336.6,,WISEA J131503.89+581337.3,s,"--,WAT",86.85,32.34,1.3,110.0,12.2,48,-22.82,WH J131503.9+581337,0.453,s,1791.0,0.0,0.0,0.447,13.12,0.61,6.0
198.82186,6.21592,0.26088,25.0,158.0,,1.47,False,True,True,False,J131517.32+061304.2,f,SDSS J131517.24+061257.3,s,"FR-II,WAT",45.79,23.24,0.89,139.6,32.9,38,,maxBCG J131517.2+061257,0.2609,s,1087.0,0.0,0.0,0.757,36.21,1.63,22.0
198.82533,41.82276,0.42692,25.25,248.0,8.32,1.85,False,True,True,False,J131518.55+414922.8,,WISEA J131518.07+414921.9,s,"FR-II,WAT",27.12,14.62,0.81,138.1,31.5,43,-22.99,WHL J131518.1+414922,0.4269,s,1700.0,0.0,0.0,0.629,22.96,1.05,13.0
198.87496,48.4891,,,,,0.48,False,False,True,False,J131529.99+482920.8,,,,"--,WAT",23.45,12.04,0.87,153.6,37.9,36,,,,,,,,,,,
198.88644,23.23358,0.56485,25.89,301.0,,1.83,False,True,True,False,J131532.84+231358.0,,DESI J131532.75+231400.9,p,"FR-II,WAT",37.13,8.5,1.93,164.3,42.4,45,,WHL J131530.7+231335,0.5699,s,2182.0,39.0,263.0,0.753,49.69,2.22,27.0
198.98536,12.11656,0.68723,25.46,190.0,,1.7,False,False,True,False,J131556.64+120700.2,,DESI J131556.49+120659.6,p,"--,WAT",18.54,14.4,0.33,147.5,16.4,26,,,,,,,,,,,
198.98737,2.16283,0.28771,25.07,129.0,,1.52,False,False,True,False,J131557.21+020949.1,,DESI J131556.97+020946.2,p,"--,WAT",46.34,30.11,0.57,126.9,20.9,29,,AMF J131600.1+021152,0.2948,s,1217.0,134.0,610.0,0.603,17.11,0.79,11.0
198.9962,62.94584,0.47994,25.8,160.0,8.59,1.81,False,True,True,False,J131559.16+625649.0,,WISEA J131559.08+625645.0,s,"FR-II,WAT",81.67,54.41,0.53,116.9,13.8,26,-22.72,,,,,,,,,,
199.07093,7.04637,0.05025,25.13,144.0,,,True,False,True,False,J131617.44+070235.0,j,CGCG 044-046,s,"FR-I,WAT",2038.84,715.58,1.37,107.4,61.4,142,,AMF J131617.0+070247,0.0502,s,221.0,0.0,0.0,0.705,19.67,0.9,11.0
199.08293,14.91412,0.88563,26.39,399.0,,2.21,False,False,True,False,J131620.53+145456.1,,DESI J131619.90+145450.8,p,"--,WAT",48.88,18.15,1.3,161.1,46.8,50,,Y21 J131615.6+145458,0.8458,p,3000.0,63.0,496.0,0.703,51.03,2.27,19.0
199.12625,12.46481,0.8075,26.23,535.0,,1.81,False,True,True,False,J131630.02+122756.1,,DESI J131630.30+122753.3,p,"FR-II,WAT",52.88,25.45,0.96,144.5,86.2,69,,Y21 J131630.3+122753,0.8424,p,2991.0,0.0,0.0,0.549,23.04,1.05,8.0
199.18319,18.4281,0.87644,26.52,230.0,,1.74,False,False,False,True,J131643.66+182543.4,,DESI J131643.97+182541.2,p,"--,NAT",87.25,43.93,0.9,86.9,9.4,29,,,,,,,,,,,
199.20077,17.93274,0.16205,24.55,89.0,,1.06,False,False,False,True,J131648.80+175547.2,,WISEA J131648.18+175557.8,s,"--,NAT",42.52,12.93,1.56,70.8,20.1,31,,,,,,,,,,,
199.28368,30.06023,0.59396,25.69,219.0,8.7,1.78,True,False,True,False,J131708.28+300333.0,,WISEA J131708.08+300336.8,s,"FR-I,WAT",34.82,19.19,0.78,136.7,21.4,32,-23.67,WHL J131708.1+300337,0.594,s,2259.0,0.0,0.0,0.685,39.95,1.79,14.0
199.28804,11.54119,0.25238,24.36,118.0,,1.38,False,False,True,False,J131709.23+113232.1,,DESI J131709.13+113228.3,p,"--,WAT",13.04,10.9,0.24,141.0,27.0,29,,WHL J131708.9+113233,0.2468,p,1032.0,6.0,24.0,0.825,41.05,1.84,30.0
199.32674,11.51178,,,,,,False,True,True,False,J131718.42+113042.4,,,,"FR-II,WAT",33.5,23.97,0.44,149.6,42.5,46,,,,,,,,,,,
199.36819,55.66203,0.25898,24.55,99.0,,1.44,False,False,True,False,J131728.45+553947.1,,DESI J131728.37+553943.3,p,"--,WAT",17.37,10.45,0.67,147.1,15.3,24,,WHL J131722.9+553658,0.3871,s,1558.0,172.0,937.0,0.608,22.71,1.04,13.0
199.41459,19.17242,0.26856,25.56,260.0,8.79,1.55,False,False,True,False,J131739.48+191028.7,"f,g",WISEA J131739.50+191020.6,s,"--,WAT",158.98,84.54,0.83,94.2,21.3,61,-22.99,WHL J131739.5+191021,0.2685,s,1116.0,0.0,0.0,0.816,42.09,1.89,12.0
199.43452,4.11184,2.74623,27.83,218.0,,0.22,True,False,True,False,J131744.29+040640.8,,WISEA J131744.28+040642.6,s,"FR-I,WAT",127.78,67.27,0.84,163.4,21.7,27,,,,,,,,,,,
199.44118,2.24667,,,,,,False,True,True,False,J131745.88+021448.0,,,,"FR-II,WAT",24.39,9.65,1.22,158.0,35.2,35,,,,,,,,,,,
199.48388,41.22581,,,,,,False,False,True,False,J131756.13+411332.9,,,,"--,WAT",71.82,46.88,0.56,141.0,22.5,36,,,,,,,,,,,
199.48654,31.74637,0.21288,24.62,93.0,,1.3,False,False,False,True,J131757.11+314458.8,,DESI J131756.77+314446.9,p,"--,NAT",29.42,14.02,0.97,49.3,50.2,26,,maxBCG J131756.4+314536,0.2282,p,959.0,49.0,185.0,0.927,59.9,2.66,30.0
199.55412,51.44069,0.18939,24.65,85.0,,1.27,False,True,True,False,J131812.25+512625.8,j,WISEA J131812.98+512626.4,s,"FR-II,WAT",38.92,14.63,1.28,121.8,8.5,26,,maxBCG J131813.0+512626,0.1915,s,812.0,0.0,0.0,0.817,30.88,1.4,32.0
199.58381,51.90994,0.61513,25.79,188.0,8.83,1.75,True,False,True,False,J131820.55+515439.5,,WISEA J131820.11+515435.8,s,"FR-I,WAT",44.71,28.46,0.59,119.1,20.3,27,-24.01,AMF J131820.1+515435,0.6153,s,2326.0,1.0,7.0,0.687,40.6,1.82,19.0
199.62772,1.39705,0.8959,25.72,184.0,,1.83,False,True,True,False,J131831.02+012354.6,,DESI J131830.65+012349.4,p,"FR-II,WAT",15.63,9.49,0.65,92.2,15.0,23,,WH J131830.7+012349,0.8451,p,2998.0,0.0,0.0,0.498,21.8,1.0,12.0
199.66121,33.39611,0.65503,25.77,200.0,9.66,1.83,False,True,True,False,J131838.74+332344.0,,WISEA J131838.68+332345.9,s,"FR-II,WAT",34.93,20.49,0.7,157.0,19.6,28,-23.02,CLuMPR J131835.2+332346,0.8487,p,3008.0,44.0,347.0,0.426,12.81,0.59,13.0
199.67643,30.13365,1.05131,26.47,258.0,,0.47,False,False,True,False,J131842.32+300801.4,,SDSS J131842.34+300801.1,s,"--,WAT",59.64,35.45,0.68,167.1,33.3,31,,Y21 J131836.3+301002,0.6722,p,2501.0,144.0,1044.0,0.527,16.48,0.76,11.0
199.74405,16.31617,0.08507,24.54,129.0,,0.97,False,False,True,False,J131858.95+161906.1,,WISEA J131858.55+161859.2,s,"--,WAT",176.11,68.12,1.25,142.2,81.2,78,,WHL J131858.6+161858,0.0851,s,371.0,0.0,0.0,0.639,14.26,0.66,7.0
199.76732,29.643,0.082,25.46,213.0,8.15,0.89,False,False,True,False,J131903.93+293841.0,,DESI J131904.16+293834.8,p,"--,WAT",1374.48,125.38,3.14,130.1,79.0,133,-22.31,MSPM 03012,0.0713,p,312.0,143.0,202.0,,,,
199.78426,30.52307,0.55993,24.84,320.0,9.33,1.87,False,False,True,False,J131908.13+303128.5,,WISEA J131908.22+303123.0,s,"--,WAT",8.48,9.5,-0.15,152.3,77.7,48,-23.26,Y21 J131908.2+303123,0.56,s,2150.0,0.0,0.0,0.596,28.99,1.31,12.0
199.86199,58.12362,0.31451,25.03,166.0,,1.61,False,True,True,False,J131926.52+580725.8,f,WISEA J131926.87+580725.0,s,"FR-II,WAT",30.11,12.71,1.13,121.8,14.3,35,,WHL J131917.7+580559,0.3173,s,1302.0,113.0,541.0,0.799,43.51,1.95,34.0
199.88093,42.8607,0.18131,24.21,66.0,,1.29,False,True,True,False,J131931.20+425141.7,,WISEA J131931.42+425138.5,s,"FR-II,WAT",16.9,8.78,0.86,131.9,15.4,21,,maxBCG J131931.4+425138,0.1819,s,773.0,0.0,0.0,0.846,38.54,1.73,32.0
199.91242,35.80021,0.26467,24.48,105.0,,1.49,True,False,True,False,J131939.27+354800.8,a,DESI J131938.98+354800.8,p,"FR-I,WAT",14.52,9.54,0.55,107.6,17.4,25,,WH J131925.8+354900,0.753,s,2740.0,172.0,1303.0,0.495,18.92,0.87,8.0
199.93161,5.04528,1.2726,26.38,386.0,,0.53,False,True,True,False,J131943.68+050237.5,,WISEA J131943.57+050243.1,s,"FR-II,WAT",27.55,14.6,0.83,146.8,34.6,45,,,,,,,,,,,
199.95902,25.53025,0.13562,24.56,102.0,,1.03,False,True,True,False,J131950.52+253148.2,,WISEA J131950.16+253148.8,s,"FR-II,WAT",64.96,22.07,1.42,134.8,25.4,41,,NSC J132000+253309,0.134,p,577.0,146.0,360.0,,,,
199.96827,54.71908,0.37205,24.9,148.0,8.18,1.8,True,False,True,False,J131952.20+544303.0,f,SDSS J131952.38+544308.6,s,"FR-I,WAT",17.48,10.46,0.67,113.4,14.2,28,-22.79,WHL J131952.4+544309,0.3748,s,1514.0,0.0,0.0,0.571,20.84,0.95,10.0
200.00083,25.54551,0.13417,25.11,157.0,,1.08,True,False,True,False,J132000.08+253246.0,,DESI J132000.20+253243.8,p,"FR-I,WAT",257.44,145.18,0.75,168.2,201.2,64,,maxBCG J132000.2+253244,0.1347,s,580.0,0.0,0.0,0.717,20.87,0.95,12.0
200.07312,4.51047,0.1459,24.35,92.0,,,True,False,True,False,J132018.04+043038.9,,WISEA J132017.54+043037.6,s,"FR-I,WAT",35.3,14.04,1.21,135.0,29.7,35,,maxBCG J132017.5+043037,0.1474,s,632.0,0.0,0.0,0.837,41.6,1.86,19.0
200.09149,5.50631,,,,,,False,True,False,True,J132021.96+053022.7,,,,"FR-II,NAT",97.6,56.72,0.71,47.3,11.4,31,,,,,,,,,,,
200.10078,54.56761,1.17825,26.2,416.0,,0.62,False,False,True,False,J132024.95+543403.9,,SDSS J132024.18+543403.3,s,"--,WAT",26.01,16.65,0.59,152.0,54.1,49,,CFSFDP J132017.7+543643,0.7315,s,2678.0,169.0,1267.0,0.535,22.86,1.04,7.0
200.13034,-3.68475,0.35372,25.33,344.0,,,False,True,True,False,J132031.19-034107.2,f,DESI J132031.28-034105.1,p,"FR-II,WAT",49.43,25.98,0.84,167.9,86.0,67,,Y21 J132031.3-034105,0.3469,p,1412.0,0.0,0.0,0.687,30.03,1.36,15.0
200.14341,29.25129,,,,,,False,True,True,False,J132034.42+291504.6,,,,"FR-II,WAT",32.2,16.65,0.87,139.6,16.1,30,,,,,,,,,,,
200.17142,28.57384,0.35845,25.09,186.0,8.83,1.77,True,False,True,False,J132041.55+283426.3,,SDSS J132041.13+283425.8,s,"FR-I,WAT",30.84,20.82,0.52,111.4,16.0,36,-23.29,WHL J132040.6+283354,0.3587,s,1455.0,33.0,171.0,0.618,15.73,0.73,11.0
200.18547,15.28189,0.79333,26.85,640.0,,1.83,False,True,True,False,J132044.26+151704.2,,DESI J132044.51+151654.8,p,"FR-II,WAT",219.43,98.4,1.05,146.8,84.7,83,,WH J132044.5+151655,0.7837,p,2828.0,0.0,0.0,0.456,17.95,0.82,6.0
200.22341,10.63084,3.43213,27.98,248.0,,0.39,False,True,True,False,J132053.95+103753.4,,WISEA J132053.61+103751.0,s,"FR-II,WAT",56.0,20.94,1.29,147.8,33.7,33,,,,,,,,,,,
200.34547,37.76866,0.07002,24.21,55.0,,0.94,True,False,True,False,J132123.70+374607.4,,DESI J132122.91+374607.2,p,"FR-I,WAT",117.73,27.45,1.91,136.1,30.6,40,,WHL J132117.2+374745,0.0718,s,314.0,118.0,168.0,0.498,12.93,0.6,10.0
200.45199,43.10143,0.47897,25.84,437.0,,1.73,False,True,True,False,J132148.09+430613.8,,DESI J132148.48+430605.1,p,"FR-II,WAT",75.15,36.22,0.96,137.9,84.9,71,,WH J132136.9+430522,0.6045,s,2292.0,134.0,928.0,0.497,17.96,0.83,6.0
200.46076,3.12084,0.22752,25.19,135.0,8.39,1.39,False,True,True,False,J132150.29+030709.5,,SDSS J132150.58+030715.0,s,"FR-II,WAT",98.58,53.01,0.81,90.7,11.8,36,-23.11,maxBCG J132150.6+030715,0.2271,s,954.0,0.0,0.0,0.913,58.08,2.58,36.0
200.4686,28.92368,,,,,1.27,False,True,True,False,J132152.46+285525.2,,,,"FR-II,WAT",35.14,16.63,0.98,137.3,29.8,40,,,,,,,,,,,
200.48824,51.18626,,,,,,False,True,True,False,J132157.18+511110.5,,,,"FR-II,WAT",15.02,5.88,1.23,147.7,25.2,36,,,,,,,,,,,
200.51091,-1.98382,0.5042,25.68,221.0,,1.91,True,False,True,False,J132202.73-015902.9,,DESI J132202.62-015901.8,p,"FR-I,WAT",48.15,24.51,0.89,156.5,28.0,35,,WHL J132202.6-015902,0.5101,s,1985.0,0.0,0.0,0.774,47.04,2.1,29.0
200.58973,56.79492,0.87084,25.79,294.0,,1.63,False,True,True,False,J132221.45+564744.6,,DESI J132221.53+564741.7,p,"FR-II,WAT",20.2,12.76,0.6,135.2,21.0,37,,AMF J132213.9+565002,0.3126,s,1284.0,154.0,730.0,0.497,14.97,0.69,12.0
200.59139,58.83772,0.58066,25.56,163.0,,0.89,False,True,True,False,J132221.84+585018.1,,DESI J132221.93+585015.8,p,"FR-II,WAT",23.99,10.8,1.05,146.1,31.0,24,,,,,,,,,,,
200.60577,5.09444,0.38008,25.05,177.0,,1.8,False,True,True,False,J132225.47+050537.4,,DESI J132225.38+050540.0,p,"FR-II,WAT",23.2,13.89,0.67,168.2,51.8,33,,GMBCG J132224.1+050609,0.3658,s,1481.0,35.0,184.0,0.634,25.41,1.16,9.0
200.68347,54.17771,0.97731,26.02,352.0,,,False,True,True,False,J132244.06+541054.9,,DESI J132244.03+541039.7,p,"FR-II,WAT",17.48,7.0,1.2,111.2,26.0,43,,WH J132230.8+541126,0.3767,s,1521.0,126.0,675.0,0.437,11.47,0.53,6.0
200.69297,11.53783,0.21313,24.91,132.0,,1.37,False,False,True,False,J132246.69+113212.0,f,WISEA J132246.31+113216.2,s,"--,WAT",57.98,29.04,0.91,99.7,11.3,37,,maxBCG J132246.3+113216,0.2131,s,899.0,0.0,0.0,0.706,25.15,1.14,17.0
200.72705,58.16732,0.20747,25.66,197.0,,1.3,True,False,True,False,J132256.67+581017.6,,DESI J132254.49+581002.4,p,"FR-I,WAT",347.71,179.0,0.87,98.2,34.8,56,,maxBCG J132254.5+581002,0.1947,s,825.0,0.0,0.0,1.087,88.2,3.86,50.0
200.7521,13.05918,0.58671,25.46,170.0,,1.96,False,True,True,False,J132300.68+130336.8,,DESI J132300.50+130333.1,p,"FR-II,WAT",21.5,12.37,0.73,131.8,64.3,25,,AMF J132300.5+130333,0.5874,s,2238.0,0.0,0.0,0.714,36.62,1.65,16.0
200.76747,4.78117,0.79119,25.82,208.0,,1.83,False,True,True,False,J132304.30+044647.3,c,DESI J132304.19+044652.2,p,"FR-II,WAT",27.02,17.35,0.58,147.6,47.7,27,,,,,,,,,,,
200.78636,56.43208,0.29568,25.1,109.0,,1.51,True,False,True,False,J132308.51+562551.4,,DESI J132308.73+562555.5,p,"FR-I,WAT",43.15,21.61,0.91,94.0,8.8,24,,maxBCG J132308.7+562555,0.2739,p,1137.0,0.0,0.0,0.642,20.31,0.93,23.0
200.78779,3.72071,0.35211,24.91,138.0,8.14,1.72,False,False,True,False,J132309.19+034313.1,,WISEA J132309.07+034314.5,s,"--,WAT",19.67,11.35,0.72,142.5,16.0,27,-22.86,WHL J132304.5+034319,0.3521,s,1431.0,68.0,349.0,0.924,66.55,2.94,49.0
200.82446,-3.30411,0.28983,25.72,409.0,,1.46,False,False,True,False,J132317.38-031813.7,,DESI J132317.87-031814.8,p,"--,WAT",208.88,144.01,0.49,131.1,196.2,91,,,,,,,,,,,
200.82837,3.13532,0.26893,26.62,461.0,,1.36,False,True,True,False,J132319.31+030812.6,,WISEA J132318.80+030807.1,s,"FR-II,WAT",1394.62,328.02,1.9,146.3,25.2,108,-22.19,,,,,,,,,,
200.91102,-7.57255,0.33689,25.28,179.0,,,False,False,True,False,J132338.51-073416.8,,DESI J132338.64-073421.2,p,"--,WAT",49.73,26.5,0.83,123.9,20.0,36,,Y21 J132332.8-073359,0.3584,p,1454.0,90.0,467.0,0.585,20.46,0.94,12.0
200.94762,10.93048,0.39926,25.31,277.0,8.53,1.87,False,False,True,False,J132347.96+105551.0,,WISEA J132347.42+105549.7,s,"--,WAT",38.0,23.15,0.65,166.6,,50,-23.4,WHL J132347.4+105550,0.3993,s,1602.0,0.0,0.0,0.799,48.04,2.14,27.0
200.97973,-5.75338,1.20178,25.67,179.0,,,True,False,True,False,J132355.11-054508.4,,DESI J132355.14-054512.2,p,"FR-I,WAT",10.96,10.11,0.11,147.4,15.6,21,,Y21 J132352.2-054507,0.4814,p,1888.0,45.0,278.0,0.5,16.56,0.76,12.0
201.03557,36.79296,1.04895,25.89,241.0,,0.89,False,False,True,False,J132408.54+364736.8,,DESI J132408.54+364734.7,p,"--,WAT",18.14,12.5,0.49,166.9,24.4,29,,,,,,,,,,,
201.05181,37.55947,0.2377,25.3,183.0,8.7,1.45,False,False,True,False,J132412.04+373352.8,,DESI J132412.41+373333.8,s,"--,WAT",105.36,42.3,1.2,126.4,37.3,47,-23.14,maxBCG J132412.4+373334,0.2395,s,1003.0,0.0,0.0,0.874,52.79,2.35,27.0
201.05097,31.28981,0.42661,24.68,294.0,,1.87,False,True,True,False,J132412.42+311720.1,,WISEA J132412.23+311723.3,s,"FR-II,WAT",11.11,15.07,-0.4,160.8,63.8,51,,GMBCG J132412.3+311723,0.429,s,1707.0,0.0,0.0,0.764,43.52,1.95,29.0
201.06483,31.81432,0.31025,24.83,136.0,8.63,1.59,False,False,True,False,J132415.39+314901.1,,WISEA J132415.55+314851.5,s,"--,WAT",25.85,24.2,0.09,158.4,30.5,29,-23.15,maxBCG J132414.8+314920,0.3143,s,1290.0,30.0,143.0,0.839,40.39,1.81,24.0
201.15263,35.10627,0.2826,24.91,132.0,,1.56,False,False,False,True,J132437.19+350620.6,,WISEA J132436.63+350622.5,s,"--,NAT",33.01,20.39,0.63,86.3,962.2,30,,GMBCG J132436.6+350623,0.2826,s,1170.0,0.0,0.0,0.571,16.8,0.77,8.0
201.17067,-0.7875,0.28673,24.87,89.0,8.45,1.56,False,True,True,False,J132440.98-004715.6,,WISEA J132440.96-004714.9,s,"FR-II,WAT",25.55,10.47,1.17,149.0,14.0,20,-23.27,AMF J132441.0-004715,0.2867,s,1186.0,0.0,0.0,0.588,18.32,0.84,7.0
201.20806,24.16096,0.80792,26.33,450.0,,1.29,False,True,True,False,J132449.91+240936.1,,DESI J132449.93+240939.5,p,"FR-II,WAT",67.47,32.72,0.95,157.9,57.6,58,,,,,,,,,,,
201.23827,-7.75556,0.54583,25.86,263.0,,,False,False,True,False,J132456.98-074523.2,,DESI J132457.18-074520.0,p,"--,WAT",62.07,33.08,0.83,139.0,24.5,40,,Y21 J132457.2-074520,0.55,p,2117.0,0.0,0.0,0.964,86.5,3.79,34.0
201.25836,20.7467,0.56677,25.89,235.0,9.04,1.83,False,True,True,False,J132502.24+204456.9,,SDSS J132502.00+204448.1,s,"FR-II,WAT",54.62,24.57,1.05,132.7,22.3,35,-21.88,,,,,,,,,,
201.29669,57.60035,0.11524,24.64,173.0,8.84,1.05,True,False,True,False,J132512.05+573607.8,,MCG +10-19-068,s,"FR-I,WAT",111.69,33.69,1.57,166.1,303.1,80,-24.19,maxBCG J132511.2+573601,0.1182,s,511.0,0.0,0.0,1.236,120.11,5.21,84.0
201.30965,58.36563,0.71202,25.57,244.0,,1.75,False,True,True,False,J132514.75+582157.5,,DESI J132514.32+582156.3,p,"FR-II,WAT",19.21,12.36,0.58,169.8,24.2,33,,,,,,,,,,,
201.32926,8.13235,0.14771,24.92,267.0,8.63,1.12,False,True,True,False,J132519.57+080806.7,,WISEA J132519.02+080756.4,s,"FR-II,WAT",121.92,36.63,1.58,148.6,102.7,100,-22.89,CFSFDP J132519.0+080756,0.1477,s,634.0,0.0,0.0,0.536,10.99,0.51,6.0
201.33024,63.62378,0.22062,24.41,106.0,,1.36,True,False,True,False,J132519.68+633725.0,,WISEA J132519.25+633725.5,s,"FR-I,WAT",18.23,11.8,0.57,131.7,15.4,29,,GMBCG J132519.2+633725,0.2206,s,928.0,1.0,4.0,0.636,18.53,0.85,14.0
201.3557,34.3247,0.14496,24.76,210.0,8.54,1.14,False,False,True,False,J132524.96+341943.0,"a,f",WISEA J132525.36+341928.9,s,"--,WAT",88.73,27.98,1.51,127.4,36.4,80,-23.05,WH J132528.1+342129,0.7806,p,2819.0,125.0,959.0,0.414,13.03,0.6,7.0
201.38848,44.24168,0.48477,25.2,366.0,8.7,1.91,False,True,True,False,J132534.00+441430.4,,DESI J132533.24+441430.0,p,"FR-II,WAT",17.2,8.72,0.89,135.7,75.3,59,-23.03,WHL J132533.2+441430,0.4677,s,1842.0,0.0,0.0,0.623,25.67,1.17,18.0
201.40614,59.70506,0.82885,26.37,399.0,,2.45,False,False,True,False,J132537.71+594221.7,,DESI J132537.47+594218.2,p,"--,WAT",73.76,38.94,0.84,153.6,63.2,51,,CFSFDP J132535.0+594027,0.4374,s,1737.0,113.0,662.0,0.403,10.3,0.48,10.0
201.43189,15.59788,0.73151,26.23,247.0,,1.73,False,True,True,False,J132543.44+153554.4,,DESI J132543.65+153552.4,p,"FR-II,WAT",69.09,34.52,0.91,154.6,37.7,33,,WH J132549.8+153600,0.3551,s,1442.0,89.0,459.0,0.514,12.61,0.59,7.0
201.44721,46.70363,0.37725,25.44,257.0,,1.84,False,False,True,False,J132547.21+464211.8,,WISEA J132547.32+464213.0,s,"--,WAT",48.09,18.16,1.28,167.7,234.8,48,-22.64,WHL J132547.4+464213,0.3949,p,1586.0,0.0,0.0,0.892,63.43,2.81,36.0
201.46423,5.45099,0.13347,24.56,83.0,,,True,False,False,True,J132551.10+052653.7,,WISEA J132551.41+052703.5,s,"FR-I,NAT",69.72,27.12,1.24,49.1,9.3,34,,maxBCG J132551.4+052703,0.1355,s,583.0,0.0,0.0,0.961,59.31,2.63,25.0
201.46522,5.77265,0.40243,25.35,172.0,8.34,1.89,False,False,True,False,J132551.18+054621.9,c,WISEA J132551.65+054621.5,s,"--,WAT",40.84,23.99,0.7,97.8,9.6,31,-23.75,WHL J132551.7+054622,0.4024,s,1613.0,0.0,0.0,0.786,43.58,1.95,10.0
201.49561,41.25014,0.30965,25.67,221.0,7.5,0.79,True,False,True,False,J132558.30+411507.7,,WISEA J132558.94+411500.4,s,"FR-I,WAT",150.66,88.02,0.71,114.5,20.5,47,,,,,,,,,,,
201.49176,62.79647,0.57024,26.02,168.0,9.13,1.81,False,True,True,False,J132558.32+624745.5,,WISEA J132558.02+624747.2,s,"FR-II,WAT",75.96,37.21,0.94,130.5,10.4,25,-24.04,WHL J132558.0+624747,0.5702,s,2183.0,0.0,0.0,0.789,54.54,2.42,22.0
201.5001,54.2978,0.41099,25.7,248.0,,1.89,False,False,True,False,J132600.50+541756.7,,SDSS J132600.02+541752.0,s,"--,WAT",80.55,40.4,0.91,137.2,38.3,44,,WHL J132600.0+541752,0.411,s,1644.0,0.0,0.0,0.666,27.82,1.26,29.0
